TestID,RunGroup,StartLot,BigRatio,SmallRatio,CloseBigOnSmall,RemainBigOnSmall,CloseFarShare,ReserveShare,SmallReserveShare,InitialTriggerPoints,BigMoveStartPoints,BigMoveStepPoints,FarDistancePoints,GeometryMode,ATRPeriod,ATRTimeframe,InitialMultiplier,ATRBigStartMultiplier,ATRStepMultiplier,ATRFarMultiplier,MaxHarvestLevels,FullCycleCompleted,LevelsUsed,TotalPositionsOpened,TotalPositionsClosed,RecoveryPL,ReserveCoverage,TotalClosedFarLot,RemainingFarLot,MaxFarLot,MaxBigLot,MaxSmallLot,MaxOpenPositions,FinalState,StopReason,Score,Rank
288,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,100,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,15.76054725,2.16789541,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352235.6049865,101
289,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,100,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,15.76054725,2.16789541,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352235.6049865,102
290,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,100,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,15.76054725,2.16789541,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352235.6049865,103
291,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,40,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,16.08919829,2.19224927,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462229.8830901,265
292,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,40,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,16.08919829,2.19224927,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462229.8830901,266
293,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,40,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,16.08919829,2.19224927,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462229.8830901,267
294,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,40,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,16.08919829,2.19224927,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462229.8830901,268
295,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,60,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,6.88955526,1.31908315,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353909.1961324,129
296,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,60,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,6.88955526,1.31908315,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353909.1961324,130
297,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,60,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,6.88955526,1.31908315,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353909.1961324,131
298,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,60,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,6.88955526,1.31908315,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353909.1961324,132
299,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,15.74696662,2.16688906,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352235.8414278,104
300,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,80,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,15.74696662,2.16688906,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352235.8414278,105
301,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,80,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,15.74696662,2.16688906,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352235.8414278,106
302,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,80,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,15.74696662,2.16688906,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352235.8414278,107
303,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,18.78544768,2.74005999,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351648.1395242,85
304,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,100,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,18.78544768,2.74005999,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351648.1395242,86
305,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,100,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,18.78544768,2.74005999,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351648.1395242,87
306,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,100,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,18.78544768,2.74005999,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351648.1395242,88
307,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,40,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,6.45497538,1.298956,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353915.5546462,137
308,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,40,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,6.45497538,1.298956,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353915.5546462,138
309,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,40,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,6.45497538,1.298956,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353915.5546462,139
310,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,40,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,6.45497538,1.298956,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353915.5546462,140
311,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,60,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,12.46403439,1.76967974,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352808.3916821,113
312,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,60,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,12.46403439,1.76967974,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352808.3916821,114
313,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,60,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,12.46403439,1.76967974,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352808.3916821,115
314,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,60,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,12.46403439,1.76967974,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352808.3916821,116
315,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,15.92079858,2.17977043,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352232.8149712,95
316,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,80,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,15.92079858,2.17977043,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352232.8149712,96
317,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,80,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,15.92079858,2.17977043,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352232.8149712,97
318,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,80,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,15.92079858,2.17977043,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352232.8149712,98
319,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,24.68857784,5.57371124,0.98,0.02,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-350305.7430976,76
320,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,24.68857784,5.57371124,0.98,0.02,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-350305.7430976,77
321,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,100,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,24.68857784,5.57371124,0.98,0.02,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-350305.7430976,78
322,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,100,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,24.68857784,5.57371124,0.98,0.02,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-350305.7430976,79
323,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.95,0.05,0.05,190,120,40,180,0,14,0,1.0,1.0,0.4,1.3,8,YES,7,16,23,0.39135791,1.02900059,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-682503.1863619,362
324,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.95,0.05,0.05,190,120,40,220,0,14,0,1.0,1.0,0.4,1.3,12,YES,7,16,23,0.39135791,1.02900059,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-682503.1863619,363
325,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.95,0.05,0.05,190,120,40,275,0,14,0,1.0,1.0,0.4,1.3,16,YES,7,16,23,0.39135791,1.02900059,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-682503.1863619,364
326,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.95,0.05,0.05,190,120,40,350,0,14,0,1.0,1.0,0.4,1.3,20,YES,7,16,23,0.39135791,1.02900059,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-682503.1863619,365
327,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.95,0.05,0.05,190,120,60,180,0,14,0,1.0,1.0,0.4,1.3,8,YES,6,14,20,3.10254598,1.28738288,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-571950.2362522,338
328,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.95,0.05,0.05,190,120,60,220,0,14,0,1.0,1.0,0.4,1.3,12,YES,6,14,20,3.10254598,1.28738288,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-571950.2362522,339
329,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.95,0.05,0.05,190,120,60,275,0,14,0,1.0,1.0,0.4,1.3,16,YES,6,14,20,3.10254598,1.28738288,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-571950.2362522,340
330,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.95,0.05,0.05,190,120,60,350,0,14,0,1.0,1.0,0.4,1.3,20,YES,6,14,20,3.10254598,1.28738288,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-571950.2362522,341
331,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,16.24966159,1.2867,0.79,0.21,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-250318.8333841,62
332,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,23.31800907,1.45471631,0.81,0.19,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-249231.3482783,49
333,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,27.06947277,1.55719852,0.82,0.18,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248683.5854203,41
334,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,110,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,33.46557947,1.77496311,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-247597.8478943,26
335,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,8.13129608,1.16737475,0.82,0.18,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248911.9495642,47
336,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,14.32776766,1.33178841,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-247833.5434824,27
337,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,18.27615035,1.45143594,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-247282.0949025,21
338,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,110,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,21.19240582,1.56086055,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-246741.9898868,11
339,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,32.99571399,3.44506377,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351935.5364831,93
340,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,4.00341317,1.105951,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-246959.3707683,12
341,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,10.28136848,1.31744782,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-245875.4415332,7
342,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,110,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,13.47331056,1.4538207,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-245329.8848244,2
343,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,15.92079858,2.17977043,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352232.8149712,99
344,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,18.83162179,2.74433701,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351647.2500811,84
345,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,24.68857784,5.57371124,0.98,0.02,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-350305.7430976,80
346,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,260,110,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,0.67407082,1.02497515,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-245000.7617768,1
347,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,12.40313355,1.208887,0.78,0.22,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-250865.0799645,63
348,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,18.86714339,1.34952546,0.8,0.2,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-249786.3760201,53
349,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,23.19578347,1.45233283,0.81,0.19,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-249232.8088823,50
350,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,110,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,27.52442358,1.56656324,0.82,0.18,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248678.0994402,35
351,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.8,0.2,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,4.51428055,1.0880314,0.81,0.19,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-249456.0540545,51
352,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.8,0.2,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,8.47352773,1.17441925,0.82,0.18,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248907.8227977,42
353,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,11.93844031,1.26019643,0.83,0.17,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248364.5959539,29
354,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.8,0.2,0.05,190,260,110,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,18.0588604,1.4460687,0.85,0.15,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-247284.804526,23
355,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.85,0.15,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,32.64533395,3.41909974,0.95,0.05,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351941.6366865,94
356,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.85,0.15,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,0.60776178,1.01501222,0.85,0.15,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-247502.4211602,24
357,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,6.87756872,1.19601723,0.87,0.13,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-246421.6225898,10
358,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.85,0.15,0.05,190,260,110,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,10.06136242,1.3106549,0.88,0.12,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-245878.3208858,8
359,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.9,0.1,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,12.94478839,1.79936728,0.94,0.06,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352800.6153881,112
360,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.9,0.1,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,18.83977017,2.74509178,0.96,0.04,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351647.0931203,83
361,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.9,0.1,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,21.71256764,3.68159134,0.97,0.03,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351024.7151896,82
362,LOCAL_ROUND_AROUND_TOP,1.0,1.1,0.27,0.4,0.6,0.9,0.1,0.05,190,260,110,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,21.8320771,3.69635125,0.97,0.03,1.0,1.1,0.3,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351022.044104,81
363,LOCAL_ROUND_AROUND_TOP,1.0,1.11,0.25,0.4,0.6,0.75,0.25,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,19.85852875,1.36789149,0.8,0.2,1.0,1.11,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-249775.6255635,52
